question,answer,additional_info,metadata.specialty,metadata.specialty2,metadata.region,metadata.subregion,metadata.diagnosis1,metadata.diagnosis2,metadata.procedure,metadata.procedure2,metadata.procedure3,,
"What is the orientation of the superior facets in the cervical, thoracic, and lumbar spines?","Cervical: Back, Up, Medial Thoracic: Back, Up, Lateral Lumbar: Back, Medial","Remember: BUM, BUL, BM",spine,,spine,,,,,,,,
What are the two parts of an intervertebral disc?,Annulus fibrosis Nucleus pulposus,,spine,,spine,,,,,,,,
What type of collagen makes up the annulus fibrosis?,Type 1,,spine,,spine,,,,,,,,
What type of collagen makes up the nucleus pulposus?,Type 2,,spine,,spine,,,,,,,,
What are the three (3) columns of the spine and what are their contents?,"Anterior: Anterior longitudinal ligament (ALL), anterior 2/3 of the vertebral body Middle: Posterior longitudinal ligament (PLL), posterior 1/3 of the vertebral body Posterior: Posterior ligamentous complex (PLC), spinous process, Lamina, Pedicles, Facets",,spine,,spine,,,,,,,,
What are the functions of the ascending sensory tracts?,"Dorsal columns - deep touch, proprioception, and vibratory Lateral spinothalamic - pain and temperature Ventral columns - light touch",,spine,,spine,,,,,,,,
What is the name of the descending motor tract?,Lateral corticospinal tract,,spine,,spine,,,,,,,,
What is the main vascular supply to the descending motor tract?,Anterior spinal artery,Supplies the anterior 2/3 of the spinal cord,spine,,spine,,,,,,,,
What is the name of the anterior segmental artery that supplies the lower half of the spinal cord?,Artery of Adamkiewicz,,spine,,spine,,,,,,,,
What articulation in the cervical spine provides the majority of flexion and extension?,"Occiput - C1, 50%",,spine,,spine,cervical_spine,,,,,,,
What articulation in the cervical spine provides the majority of rotation?,"C1-C2, 50%",,spine,,spine,cervical_spine,,,,,,,
What ligamentous structure maintains close contact between the atlas and odontoid?,Posterior transverse ligament,,spine,,spine,cervical_spine,,,,,,,
The posterior transverse ligament may be compromised in what patient populations (2)?,Rheumatoid Arthritis Down Syndrome,,spine,,spine,cervical_spine,,,,,,,
"In the cervical spine, a paracentral or far lateral disc herniation at C5/C6 affects which nerve root?",C6,,spine,,spine,cervical_spine,disc_herniation,,,,,,
"What vertebral level correlates with the hyoid cartilage, thyroid cartilage, cricoid cartilage, carotid tubercle, tip of the scapula, and iliac crest?",Hyoid cartilage: C3 Thyroid cartilage: C4-C5 Cricoid cartilage: C6 Carotid tubercle: C6 Tip of the scapula: T7 Iliac crest: L4-L5,,spine,,spine,cervical_spine,,,,,,,
At what level does the spinal cord end in adults?,L1,,spine,,spine,lumbar_spine,,,,,,,
What is the term given to the tapered distal end of the spinal cord?,Conus medullaris,,spine,,spine,lumbar_spine,,,,,,,
"What is the relationship of the numbered nerve root to its associated pedicle in the cervical, thoracic, and lumbar spines?",Cervical: nerve root exits above::above/below the associated pedicle Thoracic: nerve root exits below::above/below the associated pedicle Lumbar: nerve root exits below::above/below the associated pedicle,,spine,,spine,,,,,,,,
Which pedicle has the narrowest diameter?,T4,,spine,,spine,thoracic_spine,,,,,,,
Which pedicle is the shortest in length?,T4,,spine,,spine,thoracic_spine,,,,,,,
"In the lumbar spine, a paracentral disc herniation affects which nerve root?",Traversing (lower) nerve root,A paracentral herniation at L4/5 affects L5,spine,,spine,lumbar_spine,disc_herniation,,,,,,
"In the lumbar spine, a far lateral disc herniation affects which nerve root?",Exiting (upper) nerve root,A far lateral herniation at L4/5 affects L4,spine,,spine,,disc_herniation,,,,,,
What are the landmarks for pedicle screw placement in the thoracic and lumbar spines?,Thoracic: Upper 1/3 of the transverse process and just lateral to a vertical line through the facet joint   Lumbar: Middle of the transverse process and lateral border of the facet joint,,spine,,spine,,,,posterior_spine_fusion,,,,
What defines pelvic incidence?,Pelvic tilt + Sacral slope,,spine,,pelvis,,,,,,,,
What is a Hangman's fracture?,"Traumatic spondylolisthesis of the axis (C2) following fractures to the bilateral lamina, pars or pedicles",,spine,trauma,spine,,hangmans_fx,,,,,,
What is a Clay-Shoveler's fracture?,Spinous process fracture in the lower cervical or upper thoracic spine,,spine,trauma,spine,,clay-shovelers_fx,,,,,,
What is a burst facture?,Vertebral body fracture involving the anterior and middle columns,,spine,trauma,spine,,burst_fx,,,,,,
What is a Chance fracture?,Flexion-distraction injury where the anterior column fails under compression and the posterior and middle columns fail under tension,,spine,trauma,spine,,chance_fx,,,,,,
What is the classification for spinal cord injuries?,ASIA (American Spinal Injury Association) Classification,"A: Complete injury, no motor, no sensory B: Incomplete injury, no motor, sensory preserved in sacral segments C: Incomplete injury, motor preserved, strength <3/5 D: Incomplete injury, motor preserved, strength >3/5 E: Incomplete injury, motor and sensory function normal",spine,trauma,spine,,,,,,,,
What vital signs (2) are indicative of spinal shock?,Bradycardia Hypotension,,spine,trauma,spine,,spinal_shock,,,,,,
How long does spinal shock typically last?,48 hours,,spine,trauma,spine,,spinal_shock,,,,,,
What is the bulbocavernosus reflex?,Anal sphincter contraction following squeezing of the glans penis or pulling on foley catheter,,spine,trauma,spine,,,,,,,,
What suggests resolution of spinal shock?,Return of the bulbocavernosus reflex or any reflexes distal to the injury,Bulbocavernosus reflex is typically the first to return,spine,trauma,spine,,spinal_shock,,,,,,
What aspect of a spinal cord injury cannot be completely evaluated until resolution of spinal shock?,Neurologic deficits,,spine,trauma,spine,,spinal_cord_injury,spinal_shock,,,,,
What is the most common incomplete spinal cord injury?,Central cord syndrome,,spine,trauma,spine,,spinal_cord_injury,,,,,,
What symptom pattern is suggestive of central cord syndrome?,Motor deficits worse in upper extremities compared to the lower extremities,,spine,trauma,spine,,spinal_cord_injury,central_cord_syndrome,,,,,
What injury mechanisms commonly result in central cord syndrome?,Extension type injuries,,spine,trauma,spine,,spinal_cord_injury,central_cord_syndrome,,,,,
What is Brown-Sequard syndrome?,Hemi-transection of the spinal cord,,spine,trauma,spine,,spinal_cord_injury,brown_sequard_syndrome,,,,,
What symptom pattern is suggestive of Brown-Sequard Syndrome?,"Ipsilateral: Loss of motor function, loss of proprioception and vibratory sensation Contralateral: Loss of pain and temperature below the level of injury",,spine,trauma,spine,,spinal_cord_injury,brown_sequard_syndrome,,,,,
What exam findings are suggestive of Cauda-Equina Syndrome?,"Bowel and/or bladder dysfunction, saddle anesthesia, leg pain",,spine,trauma,spine,,spinal_cord_injury,cauda_equina_syndrome,,,,,
What is the most common cause of Cauda-Equina Syndrome?,"Massive central herniated disc, usually at L5-S1",,spine,trauma,spine,,spinal_cord_injury,cauda_equina_syndrome,,,,,
What study may be performed to evaluate the spine in a patient who is unable to receive an MRI?,CT Myelogram,,spine,trauma,spine,,,,,,,,
What is cervical myelopathy?,Cervical spinal cord compression resulting in clumsiness of the hands and gait abnormalities,,spine,,spine,cervical_spine,cervical_myelopathy,,,,,,
What upper extremity symptoms (6) are commonly seen with cervical myelopathy?,Hand clumsiness Positive Hoffman's sign Finger escape sign Sustained clonus Inverted radial reflex Hyperreflexia,,spine,,spine,cervical_spine,cervical_myelopathy,,,,,,
"""What is the finger escape sign?","When asked to hold the fingers extended and adducted, the small finger """"escapes"""" into abduction due to intrinsic weakness""",,spine,,spine,,,,,,,,
How is a Hoffman's test performed?,Stabilize the middle phalanx of the long finger Flick the distal phalanx into flexion allowing it to bounce back into extension Reflexive flexion of the thumb IP joint indicates a positive test,,spine,,spine,,,,,,,,
Which human leukocyte antigen (HLA) is highly associated with Ankylosing Spondylitis?,HLA-B27,,spine,,spine,,ankylosing_spondylitis,,,,,,
"""What radiographic findings are suggestive of Ankylosing Spondylitis?","Vertebral scalloping """"bamboo spine"""", marginal syndesmophytes""",,spine,,spine,,ankylosing_spondylitis,,,,,,
How do syndesmophytes differ from osteophytes?,Syndesmophytes are perpendicular to the vertebral body end plates   Osteophytes are parallel to the end plates,,spine,,spine,,,,,,,,
What additional study should be performed in a patient with Ankylosing Spondylitis and neck pain following trauma?,CT scan of cervical spine to evaluate for fracture,,spine,,spine,,ankylosing_spondylitis,,,,,,
How is Diffuse Idiopathic Skeletal Hyperostosis (DISH) defined?,Nonmarginal syndesmophytes involving 4 contiguous vertebrae,,spine,,spine,,dish,,,,,,
"""What characteristic radiographic finding is suggestive of Diffuse Idiopathic Skeletal Hyperostosis (DISH)?","""""Flowing candle wax""""""",Diffuse calcification of the anterior longitudinal ligament,spine,,spine,,dish,,,,,,
How does sacroiliac (SI) joint involvement differ between Ankylosing Spondylitis (AS) and Diffuse Idiopathic Skeletall Hyperostosis (DISH)?,AS - bilateral sacroiliitis DISH - no SI involvement,,spine,,spine,,dish,,,,,,
What nerve root lies anterior to the sacral ala?,L5,,spine,,spine,,,,,,,,
What artery crosses the SI joint anteriorly?,Superior gluteal artery,,trauma,,pelvis,,,,,,,,
"Following pelvic ring injuries, is venous or arterial intrapelvic bleeding more common?",Venous,Venous - 80% Arterial - 20%,trauma,,pelvis,,,,,,,,
"If arterial bleeding occurs following pelvic ring injury, what is the most common source?",Superior gluteal artery,,trauma,,pelvis,,,,,,,,
What muscles (6) attach to the iliac crest?,Tensor fascia latae Gluteus medius Iliacus Latissimus dorsi Abdominal muscles Erector spinae muscles,,trauma,,pelvis,,,,,,,,
What structures (2) exit the greater sciatic notch above the piriformis?,Superior gluteal vessels and nerve,,trauma,recon,pelvis,,,,,,,,
What structures (4) traverse the lesser sciatic notch?,Obturator internus tendon Nerve to obturator internus Pudendal nerve Internal pudendal artery,,trauma,recon,pelvis,,,,,,,,
What is the corona mortis?,Vascular anastomosis between the External Iliac (epigastric) and Obturator (Internal iliac) vessels,Remember: Vowels (A. E. I. O. U),trauma,,pelvis,,,,,,,,
"On average, the corona mortis is how far posterolateral to the pubic symphysis?",6.8 cm,,trauma,,pelvis,,,,,,,,
What are the windows of the ilioinguinal approach?,Medial window - medial to external iliac vessels Middle window - between external iliac vessels and iliopsoas Lateral window - lateral to iliopsoas,,trauma,,pelvis,,,,,,,,
Through which window is the corona mortis encountered?,Medial window,,trauma,,pelvis,,,,,,,,
What is the most commonly injured structure during the ilioinguinal approach?,Lateral femoral cutaneous nerve,,trauma,,pelvis,,,,,,,,
What is the Space of Retzius?,Space posterior to the pubic symphysis and anterior to the bladder,,trauma,,pelvis,,,,,,,,
The sacrospinous ligaments resist what motion?,External Rotation,,spine,,spine,,,,,,,,
The sacrotuberous ligaments resist what motion?,Vertical shear,,spine,,spine,,,,,,,,
Which ligament complex is most important for pelvic ring stability?,Posterior sacroiliac complex,,trauma,,pelvis,,,,,,,,
What are the two (2) classification systems for pelvic ring injuries?,Young-Burgess Classification Tile Classification,,trauma,,pelvis,pelvic_ring,pelvic_ring_fx,,,,,,
What are the three (3) subtypes of pelvic ring fractures according to the Young-Burgess Classification?,APC (Anterior Posterior Compression) LC (Lateral Compression) VS (Vertical Shear),"APC I: 2.5 cm pubic symphysis diastasis II: >2.5 cm pubic symphysis diastasis, sacrotuberous and sacrospinous ligaments disrupted, anterior SI ligaments disrupted (Posterior SI ligaments intact, rotationally unstable) III: APC II + Posterior SI ligament disruption (Rotationally unstable)   LC I: Pubic symphysis fracture + SI compression fracture II: LC I + iliac wing fracture (Crescent fracture) III: LC II + contralateral APC III (Windswept pelvis)",trauma,,pelvis,pelvic_ring,pelvic_ring_fx,,,,,,
What is the Tile Classification for pelvic ring fractures?,"A - Rotationally and vertically stable B - Rotationally unstable, vertically stable C - Rotationally and vertically unstable",,trauma,,pelvis,pelvic_ring,pelvic_ring_fx,,,,,,
What is the most common cause of death following an Anterior Posterior Compression (APC) pelvic ring fracture?,Hemorrhage,,trauma,,pelvis,pelvic_ring,pelvic_ring_fx,,,,,,
What is the most common cause of death following an Lateral Compression (LC) pelvic ring fracture?,Traumatic brain injury (TBI),,trauma,,pelvis,pelvic_ring,pelvic_ring_fx,,,,,,
