What are osteoblasts derived from?	Undifferentiated mesenchymal stem cells	
What 2 categories can brachial plexus injuries be grouped into? Which has least potential for healing? Describe some characteristics of them.	Preganglionic and postganglionic brachial plexus injuries   Preganglionic: --proximal to dorsal root ganglion: CNS injury with little potential for recovery --More involvement of preclavicular branches --Horner syndrome --elevated hemidiaphragm   Postganglionic: --Less preclavicular nerve involvement (no scapular winging, rhomboid paralysis, rotator cuff disfunction) --Characteristic obstetric brachial plexus palsies	
What are the 3 obstetric brachial plexus palsies? What are their prognoses?	Erb-Duchenne--best prognosis   Klumpke--poor prognosis   Total plexus--worst	
What roots are affected and what deficits are seen in Erb-Duchenne palsy?	C5, C6 roots   Weaknes of deltoid, rotator cuff, elbow flexors, wrist and hand extensors (Waiter's tip)	
What roots are effected and what deficits are seen in Klumpke palsy?	C8, T1   Weakness of wrist flexors and intrinsic apparatus, Horner syndrome	
What roots are effected and what deficits are seen in total plexus palsy?	C5-T1   Flaccid arm	
Where does the musculocutaneous nerve pierce the coracobrachialis?	5-8cm distal to the coracoid	
The musculocutaneous nerve is a branch what cord? What nerve roots?	Lateral cord   C5, 6, 7	
What does the musculocutaneous nerve terminate as?	lateral antebrachial cutaneous nerve	
The axillary nerve is a branch of what cord? What nerve roots?	posterior cord   C5, 6	
What does the anterior branch of the axillary nerve supply? Where does it pass around the humerus?	Deltoid and skin over lateral shoulder   Passes around humerus 5-7cm distal to the acromion in the deep deltoid fascia	
The radial nerve is a branch of what cord? What nerve roots?	Posterior cord   C5-T1	
What are the terminal branches of the radial nerve?	Superficial (SBRN)   Deep (PIN)	
The posterior interosseous nerve supplies all of the extensor muscles of the forearm except what?	The mobile wad   brachioradialis, ECRB, ECRL (radial nerve)	
The median nerve is a branch of what brachial plexus cords? What nerve roots?	medial and lateral cords   C5-T1	
What does the median nerve accompany in the arm? How many branches in the arm does it have?	Median nerve accompanies the brachial artery   It has no branches in the arm	
The palmar cutaneous branch of the median nerve arises where? What does it pass superficial to? What does it innervate?	Arises 6cm proximal to the radial styloid   Passes superficial to the flexor retinaculum   Innervates the thenar skin	
In the carpal tunnel, the median nerve runs in between what?	FDS and FCR (FCR is outside of carpal tunnel)	
The ulnar nerve is a branch of what brachial plexus cords? What nerve roots?	Medial cord   C8, T1	
Where is the ulnar nerve in relation to the brachial artery in the upper arm? Where does it pass posterior to the medial intermuscular septum?	Ulnar nerve runs posteromedial to the brachial artery in upper arm   Passes posterior to the medial intermuscular septum at the arcade of struthers (8-10cm from the medial epicondyle)	
Describe the path of the deep motor branch of the ulnar nerve at the hand.	Travels around the hook of the hamate   Between abductor digiti minimi and flexor digiti minimi brevis   Provids motor to the intrinsics	
What are the zones of Guyon canal compression? What are the symptoms (motor or sensory) and common causes?	Zone 1: --Proximal to ulnar nerve bifurcation --Mixed motor and sensory --Ganglion cyst, hook of hamate fracture   Zone 2:  --Deep motor branch of ulnar nerve --Motor only --Ganglion cyst, hook of hamate fracture   Zone 3: --Superficial sensory branch of ulnar nerve --Sensory only --Ulnar artery thrombosis/aneurysm	
What is the leash of Henry?	Recurrent radial artery vessels	
What is the arcade of Frohse?	Proximal edge of the superficial head of the supinator	
What is Wartenberg syndrome?	Compression of the superficial branch of the radial nerve   Causes paresthesias over dosroradial hand, symptoms at rest   Compression occurs between brachioradialis and ECRL (6-9cm proximal to radial syloid)	
What does the radial artery run inbetween proximally and distally?	Proximal--runs on pronator teres deep to brachioradialis   Distal--enters wrist between brachioradialis and FCR	
What does the ulnar artery run inbetween proximally and distally?	Proximal--between FDS and FDP   Distal--between FCU and FDS	
What artery forms the deep palmar arch of the hand?	radial artery	
What artery forms the superficial palmar arch?	ulnar artery	
What is the interval used in the deltopectoral approach? What structures are at risk?	Interval: --Deltoid (Axillary nerve) --Pec major (medial/lateral pectoral nerves)   Risks: --Axillary nerve --musculocutaneous nerve	
What is at risk in the lateral (deltoid-splitting) approach to the shoulder? Where?	Axillary nerve   5-7cm distal to acromion it courses posterior-anterior around shoulder in deep fascia of deltoid	
What is the interval used in the posterior approach to the shoulder? What is at risk?	Interval: --Infraspinatus (suprascapular nerve) --teres minor (axillary nerve)   Risk: --Quadrangular space (axillary nerve and posterior humeral circumflex artery) --Suprascapular nerve	
What is the interval used in the anterolateral approach to the humerus proximally, midhumerus, and distally? What is at risk?	Proximal: --Deltoid (axillary nerve) --Pec major (medial/lateral pectoral nerves)   Midhumerus: --Between fibers of brachials (radial and musculcutaneous nerves   Distal: --Brachials (radial & musculocutaneous nerve) --Brachioradialis (radial nerve)   Risks: --Radial and axillary nerve --LABCN distally	
What is the interval in the posterior approach to the humerus? What is at risk?	No interval, triceps-splitting   Risks: Radial nerve (must identify) Ulnar nerve Axillary nerve	
What is the interval used in the anterior approach to the antecubital fossa?	biceps, brachioradialis, pronator teres	
What is the Hotchkiss approach? What is the interval? What is at risk?	Medial approach to the elbow.   Proximal interval: --brachialis (musculocutaneous nerve) --Triceps (Radial nerve)   Distal interval --brachials --pronator teres (median nerve)   Risks: --Medial antebrachial cutaneous nerves --Ulnar nerve	
What is the Kaplan approach? What is the interval? What is at risk?	Lateral approach to the elbow   Interval: --ECRB (radial/PIN) --EDC (PIN)   Risks: --PIN --LUCL	
What is the Kocher approach? Interval? Risks?	Posterolateral approach to the elbow   Interval: --anconeus (radial nerve) --ECU (PIN)   Risks: --PIN	
What is the Henry approach? Interval? Risks?	Anterior approach to the forearm   Interval: --brachioradialis (radial nerve) --pronator teres proximally (median nn) --FCR distally (median nn)   Risks: --SBRN --Radial artery --PIN	
What is the Thompson approach? Interval? Risk?	Posterior approach to the forearm   Interval: -ECRB (radial nerve/PIN -EDC proximally (PIN) -EPL distally (PIN)   Risks: --PIN	
What are the forearm compartments?	Volar Dorsal Mobile Wad	
How many hand compartments are there? What are they?	10   --Hypothenar --Thenar --Adductor pollicis --Dorsal interosseous (4) --Volar interosseous (3)	
What originates at the ASIS?	--sartorius --transerse & internal abdominal muscles	
What originates at the AIIS?	--direct head of rectus femoris --Iliofemoral ligament	
What can occur of the quadratus femoris is completely transected during an adult posterior hip approach?	damage to medial femoral circumflex artery	
What the femoral neck version?	Anteverted 14 degrees in relation to femoral condyles	
What is the average femoral neck shaft angle?	127 degrees	
What are the 5 flexors of the hip and their origin, insertion, and nerve?		
What are the 3 extensors of the hip and their origin, insertion, and nerve?		
What are the 4 adductors of the hip and their origin, insertion, and nerve?		
What are the 7 external rotators of the hip and their origin, insertion, and nerve?		
What are the 3 abductors of the hip and their origin, insertion, and nerve?		
What are the 4 muscles of the anterior thigh? Origin, insertion, innervation?	Rectus femoris --origin: AIIS, and acetabulum --Insertion: patella --Innervation: Femoral	
What are the 3 muscles of the posterior thigh? Origin, insertion, innervation?		
What is the innervation of the short and long heads of the biceps femoris?	Sciatic nerve divisions  Long head--tibial nerve   Short head--peroneal nerve	
Which femoral condyle is larger?	Medial	
What is Gerdy tubercle?	attachment point of iliotibial tract on lateral side of proximal tibia	
What attaches to the fibular head (3)?	--LCL --Biceps femoris insertion --Politeofibular ligament (attaches to styloid process)	
Which meniscus tears most commonly? What most be protected when repairing it?	Medial meniscus 3x more than lateral   Protect saphenous nerve	
Which meniscus tears most commonly in conjunction with ACL tears? What must be protected during its repair?	Lateral meniscus   Protect peroneal nerve	
What are the attachments and the function of the medial patellofemoral ligament?	Proximal attachment--Schottle point (between adductor tubercle and medial femoral epicondyle)   Distal attachment--superomedial patella   Function--resists lateral translation of the patella	
Describe Schottle's point.	Between adductor tubercle and medial femoral epicondyle	
What are the the 3 ligaments of the medial knee? Describe their attachments and functions.		
What are the 3 ligaments of the lateral knee? Describe their attachments and functions.		
What are the 5 intra-articular ligaments of the knee? Describe their attachments and function.		
The superficial MCL attached how far distal to the joint?	5-7cm	
The posterior oblique ligament of the knee resists internal rotation with the knee in what position?	Full extension	
What are the 4 muscles of the anterior compartment of the leg? Describe their origin, insertion, action, and innervation.		
